objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Tilting at Windmills","231331","0","0","0","1","0","0","0","0","0","0","0","3","","56-3","","","","66157293","5.50897","6.23106","1.3333","22471","196","thing","Tilting at Windmills","2","2","30","30","20","2017","2","2","","","","","","","","standalone","","Cogitate Games","English; French; German; Hungarian; Spanish","2017","Multilingual edition"
"A Tiltott Fellegek","245271","0","0","0","1","0","0","0","0","0","0","0","3","","68-3","","","","61240184","6.014","6.3664","2.5484","3036","11988","thing","Forbidden Sky","2","5","60","60","60","2018","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"A Tiltott Sivatag","136063","0","0","0","1","0","0","0","0","0","0","0","3","","68-3","","","","54454475","6.91423","7.06229","2.0426","597","58018","thing","Forbidden Desert","2","5","45","45","45","2017","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2017","Hungarian edition"
"A Tiltott Sziget","65244","0","0","0","1","0","0","0","0","0","0","0","3","","68-3
*IV","","","","55033279","6.64148","6.7507","1.7401","1011","99521","thing","Forbidden Island","2","4","30","30","30","2017","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gamewright; Reflexshop","Hungarian","2017","Hungarian edition"
"Time's Up! Party","38713","0","0","0","1","0","0","0","0","0","0","0","3","","10-3
*","","","","100896905","6.39153","7.55859","1.0784","1591","4097","thing","Time's Up! Edición Amarilla","4","12","30","30","30","2021","4,5,6,7,8,9,10,11,12","6,8,10","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Repos Production","Hungarian","2021","Hungarian edition"
"Time's Up! Party","38713","0","0","0","1","0","0","0","0","0","0","0","3","","02-4","","","","100897033","6.39153","7.55859","1.0784","1591","4097","thing","Time's Up! Edición Amarilla","4","12","30","30","30","2019","4,5,6,7,8,9,10,11,12","6,8,10","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Repos Production","English","2019","English UK edition"
"Time's Up!: Harry Potter","347304","0","0","0","1","0","0","0","0","0","0","0","3","","10-3","","","","88179020","5.65528","7.37429","1","7205","831","thing","Time's Up!: Harry Potter","4","12","30","30","30","2021","12","12","","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.; Repos Production","Hungarian","2021","Hungarian edition"
"Timeline: Általános ismeretek","131325","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749473","6.31213","6.76143","1.0696","1799","9051","thing","Timeline: General Interest","2","8","15","15","15","2015","2,3,4,5,6,7,8","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2015","Hungarian edition"
"Timeline: Star Wars","183797","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","58633498","5.64291","6.09555","1.1333","7563","1702","thing","Timeline: Star Wars","2","8","15","15","15","2016","2,3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2016","Hungarian edition"
"Timeline: Találmányok","85256","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749550","6.41498","6.69601","1.0917","1522","15779","thing","Timeline: Inventions","2","8","15","15","15","2016","2,3,4,5,6,7,8","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2016","Hungarian edition"
"Timeline: Történelmi események","113401","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749484","6.35644","6.7641","1.0855","1672","10413","thing","Timeline: Events","2","8","15","15","15","2015","2,3,4,5,6,7,8","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2015","Hungarian edition"
"Timeline: Tudomány és felfedezések","99975","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749505","6.25259","6.70914","1.1575","1992","8031","thing","Timeline: Science & Discoveries","2","8","15","15","15","2018","2,3,4,5,6,7,8","4,5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Hungarian edition"
"Timeline: Zene&Mozi","145189","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","53621009","6.21563","6.71953","1.086","2145","7055","thing","Timeline: Music & Cinema","2","8","15","15","15","2013","2,3,4,5,6,7,8","4,5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","0","Hungarian edition"
"Tiny Epic Galaxies","163967","0","0","0","1","0","0","0","0","0","0","0","3","","68-4","","","","53665801","7.1009","7.32308","2.1559","387","41256","thing","Tiny Epic Galaxies","1","5","45","45","30","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gamelyn Games","English","2015","English edition, first printing"
"Tiny Epic Kalandok birodalma","201921","0","0","0","1","0","0","0","0","0","0","0","3","","68-4","","","","83379893","6.57747","6.94844","2.6774","1132","20804","thing","Tiny Epic Quest","1","4","60","60","30","2018","1,2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Tiny Epic Kingdoms","148951","0","0","0","1","0","0","0","0","0","0","0","3","","68-4","","","","53665805","6.26995","6.53854","2.0977","1933","18809","thing","Tiny Epic Kingdoms","2","5","45","45","30","2014","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gamelyn Games","English","2014","English first edition"
"Tiny Towns","265736","0","0","0","1","0","0","0","0","0","0","0","3","","29-5","","","","84848680","6.98978","7.18689","2.069","503","35622","thing","Tiny Towns","1","6","60","60","45","2020","1,2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Alderac Entertainment Group; Reflexshop","Hungarian","2020","Hungarian edition"
"Tip Top Clap","160183","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","53756875","5.49662","5.24933","0","25914","150","thing","Tip Top Clap","2","5","15","15","15","2010","","","4+","No necessary in-game text","","","","","","standalone","","Djeco","Danish; Dutch; English; French; German; Italian; Portuguese; Russian; Spanish; Swedish","2010","Multilingual first edition"
"A Titkos Ajtó","6558","0","0","0","1","0","0","0","0","0","0","0","3","","20-4","","","","86043449","5.56303","6.08657","1.0606","11708","697","thing","The Secret Door","1","8","20","20","20","1991","1,2,3,4,5","3","4–8","No necessary in-game text","","","","","","standalone","","Keller & Mayer","Hungarian","0","Hungarian edition"
"Titkos szavak","275467","0","0","0","1","0","0","0","0","0","0","0","3","","11-4","","","","73525518","6.65589","7.14202","1.9495","979","9964","thing","Letter Jam","2","6","45","45","45","2020","3,4,5,6","6","10+","Unplayable in another language","","","","","","standalone","","Czech Games Edition; Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"A tízévente virágba boruló cseresznyefa legendája","220784","0","0","0","1","0","0","0","0","0","0","0","3","","31-4","","","","58154058","5.68588","6.32694","1.45","6493","1964","thing","The Legend of the Cherry Tree that Blossoms Every Ten Years","2","4","20","20","20","2018","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Tobago","42215","0","0","0","1","0","0","0","0","0","0","0","3","","72-3","","","","53621017","6.83479","7.09527","2.1339","703","15001","thing","Tobago","2","4","60","60","60","2010","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2010","Piatnik Hungarian edition"
"Tokaido","123540","0","0","0","1","0","0","0","0","0","0","0","3","","31-4","","","","58633418","6.7443","6.91379","1.742","826","43686","thing","Tokaido","1","5","45","45","45","2018","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Gém Klub Hungarian edition"
"Tokió Királya","70323","0","0","0","1","0","0","0","0","0","0","0","3","","08-1","","","","53621028","7.01122","7.11636","1.4846","477","110400","thing","King of Tokyo","2","6","30","30","30","2014","3,4,5,6","4,5","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Delta Vision Publishing","Hungarian","2014","Hungarian edition"
"Tokió királya: Párbaj","422484","0","0","0","1","0","0","0","0","0","0","0","3","","50-4","","","","126591872","6.23708","7.13624","2.0938","2057","4334","thing","King of Tokyo: Duel","2","2","20","20","20","2024","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2024","Hungarian edition"
"Tökmagok Kincsvadászat","307006","0","0","0","1","0","0","0","0","0","0","0","3","","23-3","","","","99849641","0","7.25","1","0","9","thing","Tökmagok Kincsvadászat","2","4","30","30","30","2020","","","","","","","","","","standalone","","Pagony játék","Hungarian","2020","Hungarian edition"
"Toledo","34599","0","0","0","1","0","0","0","0","0","0","0","3","","66-4","","","","53621045","5.86182","6.25434","2.1682","4112","3207","thing","Toledo","2","4","60","60","45","2008","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","KOSMOS","German","2008","German edition"
"Tollasodó Tojáslopó","32465","0","0","0","1","0","0","0","0","0","0","0","3","","21-3","","","","53621050","5.5313","6.19504","1","16058","197","thing","Didi Dotter","2","4","15","15","15","2007","2,3,4","4","4–10","","","","","","","standalone","","Piatnik; Zoch Verlag","Hungarian","0","Hungarian edition"
"Too Many Bones","192135","0","0","0","1","0","0","0","0","0","0","0","3","","83-4","","","","119941937","7.86112","8.29783","3.8683","36","25234","thing","Too Many Bones","1","4","120","120","60","2024","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Top 10","300905","0","0","0","1","0","0","0","0","0","0","0","3","","10-3
*","","","","87041792","6.76868","7.39904","1.0783","791","8887","thing","Top Ten","4","9","30","30","30","2021","4,5,6,7,8,9","6,7,8","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Cocktail Games; Reflexshop","Hungarian","2021","Hungarian edition"
"Top Cap","381021","0","0","0","1","0","0","0","0","0","0","0","3","","50-1","","","","125866249","5.56765","6.81591","1.25","11317","509","thing","Top Cap","2","2","0","0","0","2024","2","2","","","","","","","","standalone","","ThunderGryph Games","English","2024","English edition"
"Top Race","932","0","0","0","1","0","0","0","0","0","0","0","3","","II. ","","","","53621059","5.95518","6.7541","1.75","3407","1713","thing","Top Race","2","6","45","45","45","2008","3,4,5,6","4,6","8+","No necessary in-game text","","","","","","standalone","","Pegasus Spiele","German","2008","Pegasus German edition"
"Top Ten 18+","334137","0","0","0","1","0","0","0","0","0","0","0","3","","08-4","","","","127707892","5.80944","7.26242","1.0909","4606","1254","thing","Top Ten 18+","4","9","40","40","20","2021","4,5,6,7,8,9","6,7","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Cocktail Games; Reflexshop","Hungarian","2021","Hungarian edition"
"Torres","88","0","0","0","1","0","0","0","0","0","0","0","3","","60-3","","","","53767196","6.75015","7.08074","2.8451","817","14806","thing","Torres","2","4","60","60","60","1999","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","F.X. Schmid","German","1999","German first edition"
"Tortuga 2199: Hazárdbolygó kalózai","265017","0","0","0","1","0","0","0","0","0","0","0","3","","75-2","","","","95420307","5.97735","7.07961","2.5769","3262","2617","thing","Tortuga 2199","2","4","90","90","60","2022","2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Toru","20096","0","0","0","1","0","0","0","0","0","0","0","3","","10-1","","","","53785009","5.48233","5.4539","1.1","28032","538","thing","Toru","3","5","30","30","30","2005","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","Parker Brothers","German","2005","German edition"
"TOSSIT","410251","0","0","0","1","0","0","0","0","0","0","0","3","","19-1","","","","124297549","5.55493","7.72603","1","12460","315","thing","TOSSIT","2","10","30","30","10","2023","2,3","2,3","4+","","","","","","","standalone","","Art & Pollo OÜ","English; French","2023","English/French edition"
"Totemix","448447","0","0","0","1","0","0","0","0","0","0","0","3","","25-3","","","","134745207","0","7.79167","2","0","10","thing","Totemix","2","6","30","30","30","2025","2,3,4,5,6","3,4","","","","","","","","standalone","","Pagony játék","Hungarian","2025","Hungarian edition"
"Tőzsdejáték","2947","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","54454803","5.54812","5.82026","2.0435","13272","1202","thing","Broker","2","6","75","75","75","1961","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","Otto Maier Verlag","Hungarian","0","Ravensburger Hungarian edition"
"Trafalgar","192985","0","0","0","1","0","0","0","0","0","0","0","3","","20-1","","","","67536056","0","6","0","0","7","thing","Trafalgar","2","2","30","30","15","1976","","","","","","","","","","standalone","","Berliner Spielkarten","German","1976","German edition"
